member_id,snapshot_date,tier,monthly_contribution_kes,days_since_last_contribution,days_since_last_contribution,withdrawal_surge_index,withdrawal_surge_index,par30_breach_flag,default_propensity_score,risk_band,constraint_override,constraint_override_reason,loan_outstanding_kes,loan_outstanding_kes,savings_balance_kes,savings_balance_kes,exposure_pct
STM00001,2024-03-01,Premium,13504.65,16.0,16.0,1.54,1.54,0,0.1,LOW,False,,905134.87,905134.87,619205.6,619205.6,0.4199313770676499
STM00001,2024-04-01,Premium,12055.14,11.0,11.0,1.34,1.34,0,0.1,LOW,False,,1114833.59,1114833.59,626161.22,626161.22,0.4199313770676499
STM00001,2024-05-01,Premium,13941.38,21.0,21.0,0.54,0.54,0,0.1,LOW,False,,420803.37,420803.37,635871.97,635871.97,0.4199313770676499
STM00001,2024-06-01,Premium,13552.53,15.0,15.0,0.98,0.98,0,0.1,LOW,False,,936716.27,936716.27,647901.94,647901.94,0.4199313770676499
STM00001,2024-07-01,Premium,12784.71,14.0,14.0,0.74,0.74,0,0.3,LOW,False,,425927.52,425927.52,659568.26,659568.26,0.4199313770676499
STM00001,2024-08-01,Premium,12607.77,23.0,23.0,1.43,1.43,0,0.5,LOW,False,,461561.42,461561.42,667925.18,667925.18,0.4199313770676499
STM00001,2024-09-01,Premium,13663.77,1.0,1.0,1.03,1.03,0,0.1,LOW,False,,545115.9,545115.9,681348.31,681348.31,0.4199313770676499
STM00001,2024-10-01,Premium,13843.58,23.0,23.0,0.76,0.76,0,0.1,LOW,False,,754906.61,754906.61,692220.57,692220.57,0.4199313770676499
STM00001,2024-11-01,Premium,12426.46,19.0,19.0,0.45,0.45,0,0.4,LOW,False,,375132.28,375132.28,704329.91,704329.91,0.4199313770676499
STM00001,2024-12-01,Premium,11234.26,21.0,21.0,0.48,0.48,0,0.3,LOW,False,,755760.51,755760.51,709105.87,709105.87,0.4199313770676499
STM00002,2023-01-01,Premium,4760.67,21.0,21.0,1.44,1.44,0,14.8,LOW,False,,620682.04,620682.04,559254.24,559254.24,1.266195524146054
STM00002,2023-02-01,Premium,4794.64,18.0,18.0,1.77,1.77,0,22.3,LOW,False,,688675.7,688675.7,563448.03,563448.03,1.266195524146054
STM00002,2023-03-01,Premium,4753.01,15.0,15.0,1.52,1.52,0,10.2,LOW,False,,1257049.55,1257049.55,566885.34,566885.34,1.266195524146054
STM00002,2023-04-01,Premium,6073.17,27.0,27.0,0.53,0.53,0,5.8,LOW,False,,1033143.38,1033143.38,570955.34,570955.34,1.266195524146054
STM00002,2023-05-01,Premium,5228.87,18.0,18.0,1.74,1.74,0,6.1,LOW,False,,1091819.38,1091819.38,575835.87,575835.87,1.266195524146054
STM00002,2023-06-01,Premium,5727.06,27.0,27.0,1.01,1.01,0,8.7,LOW,False,,1099044.29,1099044.29,578408.4,578408.4,1.266195524146054
STM00002,2023-07-01,Premium,4962.43,19.0,19.0,1.13,1.13,0,17.2,LOW,False,,452796.54,452796.54,138547.75,138547.75,1.266195524146054
STM00002,2023-08-01,Premium,5532.07,18.0,18.0,1.69,1.69,0,7.6,LOW,False,,1024085.43,1024085.43,585301.79,585301.79,1.266195524146054
STM00002,2023-09-01,Premium,5753.07,13.0,13.0,1.45,1.45,0,6.0,LOW,False,,757144.03,757144.03,590570.68,590570.68,1.266195524146054
STM00002,2023-10-01,Premium,5620.65,15.0,15.0,1.19,1.19,0,7.8,LOW,False,,1084566.29,1084566.29,593084.04,593084.04,1.266195524146054
STM00002,2023-11-01,Premium,5944.01,11.0,11.0,1.39,1.39,0,3.7,LOW,False,,930262.82,930262.82,595528.36,595528.36,1.266195524146054
STM00002,2023-12-01,Premium,5705.14,19.0,19.0,0.77,0.77,0,7.4,LOW,False,,1248028.32,1248028.32,601163.65,601163.65,1.266195524146054
STM00002,2024-01-01,Premium,4831.37,21.0,21.0,1.27,1.27,0,34.6,MEDIUM,False,,1032741.74,1032741.74,138547.75,138547.75,1.266195524146054
STM00002,2024-02-01,Premium,5372.22,9.0,9.0,1.69,1.69,0,4.9,LOW,False,,1231098.88,1231098.88,606807.86,606807.86,1.266195524146054
STM00002,2024-03-01,Premium,5785.55,7.0,7.0,1.25,1.25,0,3.6,LOW,False,,1281605.54,1281605.54,611991.23,611991.23,1.266195524146054
STM00002,2024-04-01,Premium,5790.41,4.0,4.0,0.65,0.65,0,3.9,LOW,False,,1202062.45,1202062.45,615212.99,615212.99,1.266195524146054
STM00002,2024-05-01,Premium,5507.46,14.0,14.0,0.98,0.98,0,6.0,LOW,False,,1274203.17,1274203.17,620184.61,620184.61,1.266195524146054
STM00002,2024-06-01,Premium,6324.86,15.0,15.0,1.33,1.33,0,3.4,LOW,False,,1236590.83,1236590.83,623319.19,623319.19,1.266195524146054
STM00002,2024-07-01,Premium,4877.49,8.0,8.0,0.59,0.59,0,4.6,LOW,False,,1022530.21,1022530.21,625859.39,625859.39,1.266195524146054
STM00002,2024-08-01,Premium,5989.77,15.0,15.0,0.77,0.77,0,2.4,LOW,False,,1117163.75,1117163.75,629959.99,629959.99,1.266195524146054
STM00002,2024-09-01,Premium,5773.57,1.0,1.0,1.14,1.14,0,3.9,LOW,False,,849646.41,849646.41,634180.65,634180.65,1.266195524146054
STM00002,2024-10-01,Premium,4732.62,24.0,24.0,0.95,0.95,0,17.0,LOW,False,,922774.05,922774.05,636145.56,636145.56,1.266195524146054
STM00002,2024-11-01,Premium,5207.49,23.0,23.0,0.51,0.51,0,6.5,LOW,False,,917929.39,917929.39,640441.52,640441.52,1.266195524146054
STM00002,2024-12-01,Premium,5192.55,4.0,4.0,1.16,1.16,0,5.6,LOW,False,,554882.82,554882.82,644976.45,644976.45,1.266195524146054
STM00003,2023-01-01,Premium,12196.66,23.0,23.0,1.08,1.08,0,35.6,MEDIUM,False,,436133.67,436133.67,555661.28,555661.28,0.9666103344087674
STM00003,2023-02-01,Premium,13494.76,2.0,2.0,1.09,1.09,0,2.3,LOW,False,,1055328.07,1055328.07,567433.22,567433.22,0.9666103344087674
STM00003,2023-03-01,Premium,14144.63,16.0,16.0,0.5,0.5,0,1.6,LOW,False,,807057.74,807057.74,577417.68,577417.68,0.9666103344087674
STM00003,2023-04-01,Premium,13993.77,18.0,18.0,1.53,1.53,0,1.8,LOW,False,,897862.69,897862.69,588612.38,588612.38,0.9666103344087674
STM00003,2023-05-01,Premium,13590.9,9.0,9.0,0.91,0.91,0,1.1,LOW,False,,983995.49,983995.49,601718.12,601718.12,0.9666103344087674
STM00003,2023-06-01,Premium,15279.42,3.0,3.0,0.51,0.51,0,0.2,LOW,False,,1205199.85,1205199.85,615721.05,615721.05,0.9666103344087674
STM00003,2023-07-01,Premium,14560.26,27.0,27.0,1.39,1.39,0,0.8,LOW,False,,905555.86,905555.86,622192.23,622192.23,0.9666103344087674
STM00003,2023-08-01,Premium,15159.86,4.0,4.0,1.68,1.68,0,2.0,LOW,False,,940756.44,940756.44,636427.02,636427.02,0.9666103344087674
STM00003,2023-09-01,Premium,12833.67,2.0,2.0,1.64,1.64,0,2.6,LOW,False,,1099094.48,1099094.48,647177.23,647177.23,0.9666103344087674
STM00003,2023-10-01,Premium,13718.9,10.0,10.0,1.24,1.24,0,18.4,LOW,False,,484999.69,484999.69,138547.75,138547.75,0.9666103344087674
STM00003,2023-11-01,Premium,12118.48,15.0,15.0,1.52,1.52,0,1.3,LOW,False,,916122.17,916122.17,668067.26,668067.26,0.9666103344087674
STM00003,2023-12-01,Premium,12834.85,8.0,8.0,0.78,0.78,0,2.4,LOW,False,,1238708.15,1238708.15,673427.77,673427.77,0.9666103344087674
STM00003,2024-01-01,Premium,15246.17,18.0,18.0,0.8,0.8,0,9.2,LOW,False,,632426.35,632426.35,688273.17,688273.17,0.9666103344087674
STM00003,2024-02-01,Premium,11490.87,7.0,7.0,0.57,0.57,0,10.4,LOW,False,,459050.89,459050.89,694500.68,694500.68,0.9666103344087674
STM00003,2024-03-01,Premium,332.87,61.0,61.0,0.62,0.62,0,99.5,HIGH,False,,467769.98,467769.98,694693.7,694693.7,0.9666103344087674
STM00003,2024-04-01,Premium,1058.1,83.0,83.0,1.14,1.14,0,99.8,HIGH,False,,543029.61,543029.61,695441.54,695441.54,0.9666103344087674
STM00003,2024-05-01,Premium,2749.53,112.0,112.0,0.94,0.94,0,99.9,HIGH,False,,1092797.52,1092797.52,696654.73,696654.73,0.9666103344087674
STM00003,2024-06-01,Premium,3733.16,63.0,63.0,1.12,1.12,1,99.6,HIGH,False,,588201.6,588201.6,699126.13,699126.13,0.9666103344087674
STM00003,2024-07-01,Premium,3883.74,47.0,47.0,1.61,1.61,1,79.6,HIGH,False,,1268315.52,1268315.52,702624.39,702624.39,0.9666103344087674
STM00003,2024-08-01,Premium,2597.58,15.0,15.0,1.78,1.78,1,97.2,HIGH,False,,610999.96,610999.96,704291.57,704291.57,0.9666103344087674
STM00003,2024-09-01,Premium,832.26,15.0,15.0,1.29,1.29,1,82.8,HIGH,False,,676205.25,676205.25,705042.26,705042.26,0.9666103344087674
STM00003,2024-10-01,Premium,1694.38,54.0,54.0,0.51,0.51,1,83.9,HIGH,False,,878587.55,878587.55,706085.11,706085.11,0.9666103344087674
STM00003,2024-11-01,Premium,3132.36,50.0,50.0,1.14,1.14,1,89.2,HIGH,False,,933833.29,933833.29,707783.34,707783.34,0.9666103344087674
STM00003,2024-12-01,Premium,1048.39,102.0,102.0,1.73,1.73,1,99.6,HIGH,False,,817913.45,817913.45,708577.21,708577.21,0.9666103344087674
STM00004,2023-01-01,Premium,5184.79,5.0,5.0,0.86,0.86,0,3.0,LOW,False,,445020.95,445020.95,305360.87,305360.87,0.42121165565627083
STM00004,2023-02-01,Premium,5707.2,21.0,21.0,1.09,1.09,0,3.9,LOW,False,,387246.65,387246.65,311027.9,311027.9,0.42121165565627083
STM00004,2023-03-01,Premium,5890.56,16.0,16.0,1.56,1.56,0,0.9,LOW,False,,678164.39,678164.39,316173.74,316173.74,0.42121165565627083
STM00004,2023-04-01,Premium,4859.23,8.0,8.0,1.15,1.15,0,6.0,LOW,False,,227658.64,227658.64,319239.84,319239.84,0.42121165565627083
STM00004,2023-05-01,Premium,6526.74,7.0,7.0,0.76,0.76,0,0.5,LOW,False,,549942.8,549942.8,325733.56,325733.56,0.42121165565627083
STM00004,2023-06-01,Premium,5930.36,4.0,4.0,0.89,0.89,0,2.5,LOW,False,,291953.41,291953.41,329466.06,329466.06,0.42121165565627083
STM00004,2023-07-01,Premium,5760.8,9.0,9.0,0.75,0.75,0,2.8,LOW,False,,277476.23,277476.23,333434.04,333434.04,0.42121165565627083
STM00004,2023-08-01,Premium,5485.35,24.0,24.0,0.77,0.77,0,1.6,LOW,False,,520757.57,520757.57,337758.84,337758.84,0.42121165565627083
STM00004,2023-09-01,Premium,6386.37,15.0,15.0,1.35,1.35,0,1.0,LOW,False,,572851.42,572851.42,342215.41,342215.41,0.42121165565627083
STM00004,2023-10-01,Premium,5673.85,17.0,17.0,1.19,1.19,0,1.7,LOW,False,,638870.93,638870.93,346681.1,346681.1,0.42121165565627083
STM00004,2023-11-01,Premium,5822.14,15.0,15.0,1.01,1.01,0,1.3,LOW,False,,591978.26,591978.26,352411.23,352411.23,0.42121165565627083
STM00004,2023-12-01,Premium,6145.68,15.0,15.0,0.52,0.52,0,0.7,LOW,False,,528982.68,528982.68,356748.91,356748.91,0.42121165565627083
STM00004,2024-01-01,Premium,5600.76,13.0,13.0,0.46,0.46,0,0.8,LOW,False,,541110.59,541110.59,360169.58,360169.58,0.42121165565627083
STM00004,2024-02-01,Premium,6441.9,21.0,21.0,1.49,1.49,0,2.6,LOW,False,,259285.06,259285.06,364258.28,364258.28,0.42121165565627083
STM00004,2024-03-01,Premium,5491.98,17.0,17.0,0.8,0.8,0,1.5,LOW,False,,573912.63,573912.63,369544.69,369544.69,0.42121165565627083
STM00004,2024-04-01,Premium,6046.61,2.0,2.0,1.67,1.67,0,1.6,LOW,False,,227141.61,227141.61,373515.26,373515.26,0.42121165565627083
STM00004,2024-05-01,Premium,5765.9,15.0,15.0,1.05,1.05,0,3.1,LOW,False,,390110.42,390110.42,376307.54,376307.54,0.42121165565627083
STM00004,2024-06-01,Premium,5556.64,17.0,17.0,1.05,1.05,0,2.2,LOW,False,,474460.75,474460.75,380836.06,380836.06,0.42121165565627083
STM00004,2024-07-01,Premium,6397.44,12.0,12.0,0.44,0.44,0,0.4,LOW,False,,696334.84,696334.84,386268.65,386268.65,0.42121165565627083
STM00004,2024-08-01,Premium,5416.06,23.0,23.0,0.87,0.87,0,1.4,LOW,False,,649217.85,649217.85,391104.54,391104.54,0.42121165565627083
STM00004,2024-09-01,Premium,4976.25,12.0,12.0,0.75,0.75,0,4.0,LOW,False,,490114.52,490114.52,393270.58,393270.58,0.42121165565627083
STM00004,2024-10-01,Premium,6396.8,17.0,17.0,0.8,0.8,0,1.2,LOW,False,,392811.75,392811.75,397802.83,397802.83,0.42121165565627083
STM00004,2024-11-01,Premium,5545.3,15.0,15.0,1.66,1.66,0,3.1,LOW,False,,374961.16,374961.16,402176.99,402176.99,0.42121165565627083
STM00004,2024-12-01,Premium,4921.49,21.0,21.0,1.32,1.32,0,2.8,LOW,False,,469057.22,469057.22,404219.07,404219.07,0.42121165565627083
STM00005,2023-01-01,Premium,4566.98,26.0,26.0,1.16,1.16,0,10.3,LOW,False,,789309.64,789309.64,639095.59,639095.59,0.4160905413017873
STM00005,2023-02-01,Premium,5301.89,2.0,2.0,1.35,1.35,0,6.6,LOW,False,,898681.61,898681.61,641603.56,641603.56,0.4160905413017873
STM00005,2023-03-01,Premium,4499.63,1.0,1.0,1.7,1.7,0,16.4,LOW,False,,573743.49,573743.49,645513.29,645513.29,0.4160905413017873
STM00005,2023-04-01,Premium,5056.55,18.0,18.0,0.89,0.89,0,4.7,LOW,False,,1360769.09,1360769.09,647573.64,647573.64,0.4160905413017873
STM00005,2023-05-01,Premium,4590.45,12.0,12.0,1.67,1.67,0,6.3,LOW,False,,944657.03,944657.03,650287.62,650287.62,0.4160905413017873
STM00005,2023-06-01,Premium,5243.04,21.0,21.0,1.65,1.65,0,22.2,LOW,False,,1261681.26,1261681.26,138547.75,138547.75,0.4160905413017873
STM00005,2023-07-01,Premium,5773.31,20.0,20.0,0.47,0.47,0,6.2,LOW,False,,1112549.68,1112549.68,658153.82,658153.82,0.4160905413017873
STM00005,2023-08-01,Premium,5415.57,23.0,23.0,1.28,1.28,0,5.5,LOW,False,,1166414.72,1166414.72,662447.18,662447.18,0.4160905413017873
STM00005,2023-09-01,Premium,5581.23,27.0,27.0,1.63,1.63,0,8.8,LOW,False,,1059742.92,1059742.92,665737.74,665737.74,0.4160905413017873
STM00005,2023-10-01,Premium,4898.05,26.0,26.0,1.09,1.09,0,6.6,LOW,False,,1030847.09,1030847.09,668187.33,668187.33,0.4160905413017873
STM00005,2023-11-01,Premium,5424.25,18.0,18.0,0.74,0.74,0,22.0,LOW,False,,1398835.22,1398835.22,138547.75,138547.75,0.4160905413017873
STM00005,2023-12-01,Premium,5361.36,10.0,10.0,1.6,1.6,0,4.4,LOW,False,,1437546.6,1437546.6,673662.33,673662.33,0.4160905413017873
STM00005,2024-01-01,Premium,5075.94,17.0,17.0,0.73,0.73,0,9.1,LOW,False,,1092447.89,1092447.89,675737.55,675737.55,0.4160905413017873
STM00005,2024-02-01,Premium,5646.59,9.0,9.0,1.5,1.5,0,3.8,LOW,False,,878334.98,878334.98,679748.49,679748.49,0.4160905413017873
STM00005,2024-03-01,Premium,4729.76,17.0,17.0,0.83,0.83,0,10.2,LOW,False,,1325931.35,1325931.35,683384.91,683384.91,0.4160905413017873
STM00005,2024-04-01,Premium,4522.93,12.0,12.0,0.51,0.51,0,3.0,LOW,False,,1167868.94,1167868.94,685266.98,685266.98,0.4160905413017873
STM00005,2024-05-01,Premium,4700.86,17.0,17.0,1.34,1.34,0,11.4,LOW,False,,802206.1,802206.1,689321.2,689321.2,0.4160905413017873
STM00005,2024-06-01,Premium,5832.72,15.0,15.0,0.64,0.64,0,7.8,LOW,False,,696387.89,696387.89,691955.52,691955.52,0.4160905413017873
STM00005,2024-07-01,Premium,5370.91,18.0,18.0,0.87,0.87,0,4.6,LOW,False,,915268.92,915268.92,695516.3,695516.3,0.4160905413017873
STM00005,2024-08-01,Premium,5841.91,19.0,19.0,0.91,0.91,0,6.5,LOW,False,,1049060.02,1049060.02,699206.88,699206.88,0.4160905413017873
STM00005,2024-09-01,Premium,5207.33,1.0,1.0,1.01,1.01,0,2.1,LOW,False,,1306307.46,1306307.46,703729.82,703729.82,0.4160905413017873
STM00005,2024-10-01,Premium,4581.77,5.0,5.0,0.72,0.72,0,3.1,LOW,False,,1066234.91,1066234.91,708253.11,708253.11,0.4160905413017873
STM00005,2024-11-01,Premium,5049.14,27.0,27.0,1.21,1.21,0,13.6,LOW,False,,625718.14,625718.14,713179.72,713179.72,0.4160905413017873
STM00005,2024-12-01,Premium,5003.22,27.0,27.0,0.76,0.76,0,13.7,LOW,False,,1004031.57,1004031.57,717128.28,717128.28,0.4160905413017873
STM00006,2023-01-01,Premium,14229.23,15.0,15.0,1.66,1.66,0,0.1,LOW,False,,1200772.48,1200772.48,542527.92,542527.92,1.135607108106724
STM00006,2023-02-01,Premium,17470.22,8.0,8.0,0.82,0.82,0,0.0,LOW,False,,1041399.85,1041399.85,555403.6,555403.6,1.135607108106724
STM00006,2023-03-01,Premium,16929.88,15.0,15.0,1.06,1.06,0,0.1,LOW,False,,430244.1,430244.1,564499.33,564499.33,1.135607108106724
STM00006,2023-04-01,Premium,18165.67,17.0,17.0,0.7,0.7,0,0.0,LOW,False,,553376.13,553376.13,574163.62,574163.62,1.135607108106724
STM00006,2023-05-01,Premium,15217.89,14.0,14.0,1.74,1.74,0,0.1,LOW,False,,733104.08,733104.08,587903.68,587903.68,1.135607108106724
STM00006,2023-06-01,Premium,17280.14,23.0,23.0,1.69,1.69,0,0.0,LOW,False,,1243515.86,1243515.86,605019.55,605019.55,1.135607108106724
STM00006,2023-07-01,Premium,15525.1,15.0,15.0,1.57,1.57,0,0.1,LOW,False,,495605.38,495605.38,615689.17,615689.17,1.135607108106724
STM00006,2023-08-01,Premium,14883.1,27.0,27.0,1.66,1.66,0,0.1,LOW,False,,896042.34,896042.34,624292.7,624292.7,1.135607108106724
STM00006,2023-09-01,Premium,16868.6,21.0,21.0,1.69,1.69,0,0.1,LOW,False,,423392.77,423392.77,640880.99,640880.99,1.135607108106724
STM00006,2023-10-01,Premium,15412.36,12.0,12.0,1.64,1.64,0,0.2,LOW,False,,478284.3,478284.3,650465.57,650465.57,1.135607108106724
STM00006,2023-11-01,Premium,15058.37,12.0,12.0,1.01,1.01,0,0.0,LOW,False,,1106621.4,1106621.4,664306.7,664306.7,1.135607108106724
STM00006,2023-12-01,Premium,15628.31,8.0,8.0,1.31,1.31,0,0.0,LOW,False,,1233192.06,1233192.06,679277.18,679277.18,1.135607108106724
STM00006,2024-01-01,Premium,16779.59,27.0,27.0,0.69,0.69,0,0.0,LOW,False,,867187.65,867187.65,689533.96,689533.96,1.135607108106724
STM00006,2024-02-01,Premium,17738.35,15.0,15.0,1.57,1.57,0,0.0,LOW,False,,997207.59,997207.59,706639.2,706639.2,1.135607108106724
STM00006,2024-03-01,Premium,13807.02,16.0,16.0,1.14,1.14,0,0.1,LOW,False,,874234.9,874234.9,719120.77,719120.77,1.135607108106724
STM00006,2024-04-01,Premium,17213.97,21.0,21.0,1.01,1.01,0,0.0,LOW,False,,790839.5,790839.5,726227.39,726227.39,1.135607108106724
STM00006,2024-05-01,Premium,17749.53,2.0,2.0,0.46,0.46,0,0.0,LOW,False,,790018.55,790018.55,742348.3,742348.3,1.135607108106724
STM00006,2024-06-01,Premium,18421.23,22.0,22.0,0.44,0.44,0,0.0,LOW,False,,756854.24,756854.24,756445.87,756445.87,1.135607108106724
STM00006,2024-07-01,Premium,16008.68,10.0,10.0,1.3,1.3,0,0.0,LOW,False,,738419.89,738419.89,765020.62,765020.62,1.135607108106724
STM00006,2024-08-01,Premium,18599.66,27.0,27.0,0.6,0.6,0,0.0,LOW,False,,617622.31,617622.31,779758.21,779758.21,1.135607108106724
STM00006,2024-09-01,Premium,15954.87,8.0,8.0,1.0,1.0,0,0.2,LOW,False,,661323.57,661323.57,138547.75,138547.75,1.135607108106724
STM00006,2024-10-01,Premium,18121.15,14.0,14.0,1.25,1.25,0,0.0,LOW,False,,622909.06,622909.06,803693.85,803693.85,1.135607108106724
STM00006,2024-11-01,Premium,13788.29,25.0,25.0,0.88,0.88,0,0.1,LOW,False,,1107476.56,1107476.56,811245.02,811245.02,1.135607108106724
STM00006,2024-12-01,Premium,14413.99,18.0,18.0,0.87,0.87,0,0.1,LOW,False,,735812.92,735812.92,821239.56,821239.56,1.135607108106724
STM00007,2023-01-01,Premium,11426.01,15.0,15.0,1.45,1.45,0,0.1,LOW,False,,264959.02,264959.02,347438.93,347438.93,0.6887898806780355
STM00007,2023-02-01,Premium,11023.7,4.0,4.0,1.7,1.7,0,0.0,LOW,False,,607370.94,607370.94,357896.32,357896.32,0.6887898806780355
STM00007,2023-03-01,Premium,13535.2,1.0,1.0,0.8,0.8,0,0.0,LOW,False,,369745.57,369745.57,368309.51,368309.51,0.6887898806780355
STM00007,2023-04-01,Premium,12816.01,9.0,9.0,1.51,1.51,0,0.0,LOW,False,,347839.53,347839.53,376026.65,376026.65,0.6887898806780355
STM00007,2023-05-01,Premium,12907.35,22.0,22.0,0.6,0.6,0,0.0,LOW,False,,582957.36,582957.36,386035.39,386035.39,0.6887898806780355
STM00007,2023-06-01,Premium,13172.65,7.0,7.0,1.5,1.5,0,0.0,LOW,False,,619682.27,619682.27,396930.19,396930.19,0.6887898806780355
STM00007,2023-07-01,Premium,11512.43,15.0,15.0,1.09,1.09,0,0.0,LOW,False,,774472.48,774472.48,407955.54,407955.54,0.6887898806780355
STM00007,2023-08-01,Premium,13575.43,15.0,15.0,0.48,0.48,0,0.0,LOW,False,,325211.07,325211.07,415802.26,415802.26,0.6887898806780355
STM00007,2023-09-01,Premium,14185.88,20.0,20.0,1.67,1.67,0,0.0,LOW,False,,496937.72,496937.72,429546.12,429546.12,0.6887898806780355
STM00007,2023-10-01,Premium,12992.65,15.0,15.0,1.17,1.17,0,0.0,LOW,False,,749757.72,749757.72,442090.54,442090.54,0.6887898806780355
STM00007,2023-11-01,Premium,11617.66,3.0,3.0,0.54,0.54,0,0.0,LOW,False,,376825.11,376825.11,446913.19,446913.19,0.6887898806780355
STM00007,2023-12-01,Premium,14046.59,15.0,15.0,0.96,0.96,0,0.0,LOW,False,,305626.06,305626.06,453591.26,453591.26,0.6887898806780355
STM00007,2024-01-01,Premium,10630.44,15.0,15.0,0.78,0.78,0,0.1,LOW,False,,436998.25,436998.25,138547.75,138547.75,0.6887898806780355
STM00007,2024-02-01,Premium,12726.49,14.0,14.0,0.44,0.44,0,0.0,LOW,False,,783488.86,783488.86,466620.72,466620.72,0.6887898806780355
STM00007,2024-03-01,Premium,11827.75,15.0,15.0,1.64,1.64,0,0.0,LOW,False,,385994.24,385994.24,476139.96,476139.96,0.6887898806780355
STM00007,2024-04-01,Premium,14155.47,24.0,24.0,1.37,1.37,0,0.0,LOW,False,,398883.9,398883.9,487279.86,487279.86,0.6887898806780355
STM00007,2024-05-01,Premium,12471.26,17.0,17.0,1.63,1.63,0,0.1,LOW,False,,378510.98,378510.98,493461.02,493461.02,0.6887898806780355
STM00007,2024-06-01,Premium,13891.52,22.0,22.0,1.66,1.66,0,0.0,LOW,False,,456828.43,456828.43,500286.59,500286.59,0.6887898806780355
STM00007,2024-07-01,Premium,12921.41,21.0,21.0,1.22,1.22,0,0.0,LOW,False,,651218.3,651218.3,507022.72,507022.72,0.6887898806780355
STM00007,2024-08-01,Premium,12162.55,15.0,15.0,0.47,0.47,0,0.0,LOW,False,,577267.87,577267.87,518031.42,518031.42,0.6887898806780355
STM00007,2024-09-01,Premium,14203.34,15.0,15.0,1.74,1.74,0,0.0,LOW,False,,532147.67,532147.67,530423.65,530423.65,0.6887898806780355
STM00007,2024-10-01,Premium,10933.75,17.0,17.0,0.8,0.8,0,0.2,LOW,False,,586360.44,586360.44,138547.75,138547.75,0.6887898806780355
STM00007,2024-11-01,Premium,12468.96,15.0,15.0,1.01,1.01,0,0.0,LOW,False,,437137.45,437137.45,544898.08,544898.08,0.6887898806780355
STM00007,2024-12-01,Premium,14121.08,16.0,16.0,1.2,1.2,0,0.0,LOW,False,,426700.03,426700.03,554016.75,554016.75,0.6887898806780355
STM00008,2023-01-01,Premium,12208.13,2.0,2.0,1.19,1.19,0,0.3,LOW,False,,1390508.39,1390508.39,617163.92,617163.92,0.20868540994520407
STM00008,2023-02-01,Premium,11682.65,11.0,11.0,1.62,1.62,0,0.8,LOW,False,,1020988.54,1020988.54,628115.2,628115.2,0.20868540994520407
STM00008,2023-03-01,Premium,11571.96,2.0,2.0,1.23,1.23,0,0.3,LOW,False,,1143479.42,1143479.42,638406.82,638406.82,0.20868540994520407
STM00008,2023-04-01,Premium,9521.71,21.0,21.0,1.73,1.73,0,1.9,LOW,False,,1117593.46,1117593.46,643928.66,643928.66,0.20868540994520407
